g_1_hz1WW7vt,National League South,"",27.9. 2022,Farnborough,Chelmsford,0-1,"(0),(0)",England,National League South,2022
g_1_hz1WW7vt,National League South,"",27.9. 2022,Farnborough,Chelmsford,0-1,"(0),(0)",England,National League South,2022
g_1_6w5zWRgn,National League South,"",27.9. 2022,Hemel Hempstead,Tonbridge,1-0,"(1),(0)",England,National League South,2022
g_1_004vVo9h,National League South,"",27.9. 2022,Hungerford,Hampton & Richmond,0-1,"(0),(1)",England,National League South,2022
g_1_vi3rU5Ob,National League South,"",27.9. 2022,Oxford City,Ebbsfleet,1-1,"(0),(1)",England,National League South,2022
g_1_K2KuTPw5,National League South,"",27.9. 2022,Taunton,Bath,1-1,"(0),(0)",England,National League South,2022
g_1_bgJqSqgB,National League South,"",27.9. 2022,Welling,Dover,1-1,"(0),(0)",England,National League South,2022
g_1_hGImR38H,National League South,"",27.9. 2022,Weymouth,Havant & W,0-2,"(0),(0)",England,National League South,2022
g_1_lScYw0mq,NPL Premier Division,"",27.9. 2022,Ashton Utd,Matlock,0-1,"(0),(0)",England,Npl Premier Division,2022
g_1_SIdxwK2k,NPL Premier Division,"",27.9. 2022,Bamber Bridge,Warrington,3-2,"(2),(1)",England,Npl Premier Division,2022
g_1_pfisxvIe,NPL Premier Division,"",27.9. 2022,Belper Town,Stalybridge,2-0,"(2),(0)",England,Npl Premier Division,2022
g_1_OpjoybX1,NPL Premier Division,"",27.9. 2022,Gainsborough,Guiseley,1-1,"(0),(1)",England,Npl Premier Division,2022
g_1_xlvTasA2,NPL Premier Division,"",27.9. 2022,Hyde,Nantwich,1-0,"(0),(0)",England,Npl Premier Division,2022
g_1_jirXb1P8,NPL Premier Division,"",27.9. 2022,Liversedge,FC United,0-4,"(0),(1)",England,Npl Premier Division,2022
g_1_YFXybLvF,NPL Premier Division,"",27.9. 2022,Marine,Atherton,4-0,"(3),(0)",England,Npl Premier Division,2022
g_1_KWVqda9R,NPL Premier Division,"",27.9. 2022,Morpeth,Lancaster,6-3,"(3),(1)",England,Npl Premier Division,2022
g_1_MuIBiJHr,NPL Premier Division,"",27.9. 2022,Radcliffe,Whitby,1-1,"(0),(1)",England,Npl Premier Division,2022
g_1_447GjwXl,NPL Premier Division,"",27.9. 2022,Warrington Rylands,Stafford,1-1,"(1),(0)",England,Npl Premier Division,2022
g_1_Kdyd0st2,Southern League Central Division,"",27.9. 2022,AFC Rushden & Diamonds,Coalville,0-7,"(0),(3)",England,Southern League Central Division,2022
g_1_YaPwPQI2,Southern League Central Division,"",27.9. 2022,Basford,Stourbridge,2-1,"(2),(0)",England,Southern League Central Division,2022
g_1_CjOsOpY8,Southern League Central Division,"",27.9. 2022,Hednesford,Bromsgrove,2-3,"(1),(1)",England,Southern League Central Division,2022
g_1_URInN4mF,Southern League Central Division,"",27.9. 2022,Ilkeston,Stratford,2-1,"(0),(0)",England,Southern League Central Division,2022
g_1_8IHjMO2L,Southern League Central Division,"",27.9. 2022,Leiston,Bedford,3-0,"(1),(0)",England,Southern League Central Division,2022
g_1_2uHfLrIR,Southern League Central Division,"",27.9. 2022,Mickleover,Tamworth,2-3,"(1),(3)",England,Southern League Central Division,2022
g_1_v18MG2Qr,Southern League Central Division,"",27.9. 2022,Nuneaton,Alvechurch,3-1,"(3),(0)",England,Southern League Central Division,2022
g_1_MPcRFMuk,Southern League Central Division,"",27.9. 2022,Royston,Barwell,2-4,"(1),(3)",England,Southern League Central Division,2022
g_1_rHkmuvyK,Southern League South Division,"",27.9. 2022,Dorchester,Tiverton,1-2,"(0),(0)",England,Southern League South Division,2022
g_1_CjfivbjQ,Southern League South Division,"",27.9. 2022,Hendon,Chesham,0-0,"(0),(0)",England,Southern League South Division,2022
g_1_WSAOdIKC,Southern League South Division,"",27.9. 2022,Merthyr Town,Winchester,5-2,"(4),(1)",England,Southern League South Division,2022
g_1_dOVNYyEm,Southern League South Division,"",27.9. 2022,North Leigh,Hayes & Yeading,1-1,"(0),(1)",England,Southern League South Division,2022
g_1_ARZRXeTg,Southern League South Division,"",27.9. 2022,Plymouth Parkway,Salisbury,3-1,"(1),(0)",England,Southern League South Division,2022
g_1_4lZVWFr0,Southern League South Division,"",27.9. 2022,Weston-super-Mare,Swindon S,3-1,"(1),(1)",England,Southern League South Division,2022
g_1_ruYZVZc6,Southern League South Division,"",27.9. 2022,Yate Town,Truro,1-2,"(1),(1)",England,Southern League South Division,2022
g_1_xz5Pc2aT,Isthmian League Premier Division,"",27.9. 2022,Enfield Town,Horsham FC,2-1,"(2),(0)",England,Isthmian League Premier Division,2022
g_1_6uzXRps5,Professional Development League,"",27.9. 2022,Bristol City U21,Swansea U21,2-1,"(1),(0)",England,Professional Development League,2022
g_1_dQlBLlJu,Professional Development League,"",27.9. 2022,Barnsley U21,Peterborough U21,1-1,"(0),(0)",England,Professional Development League,2022
g_1_K6f5Tr0J,Professional Development League,"",27.9. 2022,Watford U21,Charlton U21,0-2,"(0),(0)",England,Professional Development League,2022
g_1_zHmFK8Yo,Professional Development League,"",27.9. 2022,Sheffield Utd U21,Hull U21,1-1,"(0),(0)",England,Professional Development League,2022
g_1_dvrRcAC9,Liga 2 - First round,"",27.9. 2022,Persipura Jayapura,Putra Delta,1-1,"(0),(0)",Indonesia,Liga 2,2022
g_1_zVtVdURF,Liga 2 - First round,"",27.9. 2022,Sulut Utd,Persewar Waropen,3-2,"(1),(1)",Indonesia,Liga 2,2022
g_1_Iy3NhXmd,Liga 2 - First round,"",27.9. 2022,Bekasi City,Nusantara,2-0,"(2),(0)",Indonesia,Liga 2,2022
g_1_pO4FfgJq,Liga 2 - First round,"",27.9. 2022,Persekat,PSCS Cilacap,0-0,"(0),(0)",Indonesia,Liga 2,2022
g_1_vo4JgDYk,Liga 2 - First round,"",27.9. 2022,Persikab,Persijap Jepara,0-0,"(0),(0)",Indonesia,Liga 2,2022
g_1_rVM1Gzt3,Liga 2 - First round,"",27.9. 2022,PSIM Yogyakarta,Persela Lamongan,1-0,"(0),(0)",Indonesia,Liga 2,2022
g_1_preakqvr,Liga de Expansion MX - Apertura,"",27.9. 2022,Raya2,Zacatecas Mineros,0-3,"(0),(1)",Mexico,Liga De Expansion Mx,2022
g_1_xY7pHgpP,Liga MX Women - Apertura,"",27.9. 2022,Club America W,Pachuca W,2-1,"(2),(0)",Mexico,Liga Mx Women,2022
g_1_vsfCCDht,Liga MX Women - Apertura,"",27.9. 2022,Santos Laguna W,Mazatlan FC W,3-2,"(3),(0)",Mexico,Liga Mx Women,2022
g_1_8GbGBX7n,Liga MX Women - Apertura,"",27.9. 2022,Juarez W,Necaxa W,3-0,"(2),(0)",Mexico,Liga Mx Women,2022
g_1_n7cKAiNh,Liga MX Women - Apertura,"",27.9. 2022,Monterrey W,U.N.A.M.- Pumas W,6-0,"(5),(0)",Mexico,Liga Mx Women,2022
g_1_Aa5HfOAf,Mocambola,"",27.9. 2022,Incomati Xinavane,Ferroviario Lichinga,1-0,"",Mozambique,Mocambola,2022
g_1_xhM8uxD6,NIFL Championship,"",27.9. 2022,Dundela,Annagh,1-2,"(1),(1)",Northern Ireland,Nifl Championship,2022
g_1_x2wiCZVm,LPF - Clausura,"",27.9. 2022,Herrera,Chiriqui,0-0,"(0),(0)",Panama,Lpf,2022
g_1_YTWaAD00,LPF - Clausura,"",27.9. 2022,Alianza,Miguelito,1-0,"(1),(0)",Panama,Lpf,2022
g_1_Usozv5bS,Copa Paraguay,"",27.9. 2022,Guairena FC,Ameliano,0-2,"(0),(1)",Paraguay,Copa Paraguay,2022
g_1_rRrOt7E9,Copa Paraguay,"",27.9. 2022,12 de Octubre,Atl. Tembetary,1-2,"(0),(1)",Paraguay,Copa Paraguay,2022
g_1_ro5SUxe5,Liga 1 - Clausura,"",27.9. 2022,Alianza Lima,U. San Martin,5-0,"(2),(0)",Peru,Liga 1,2022
g_1_x2yTQYPf,Romanian Cup - Qualification,"",27.9. 2022,CSC Dumbravita,Poli Iasi,1-0,"(0),(0),0,0",Romania,Romanian Cup,2022
g_1_S2StFyRr,Romanian Cup - Qualification,"",27.9. 2022,Ripensia Timisoara,U Craiova 1948,0-4,"(0),(1)",Romania,Romanian Cup,2022
g_1_OfehXzmR,Romanian Cup - Qualification,"",27.9. 2022,Soimii Lipova,FC Buzau,2-4,"(1),(1),2,2",Romania,Romanian Cup,2022
g_1_zZEcBgQ7,Romanian Cup - Qualification,"",27.9. 2022,Steaua Bucuresti,Chindia Targoviste,1-2,"(1),(0)",Romania,Romanian Cup,2022
g_1_ruxPREAl,Romanian Cup - Qualification,"",27.9. 2022,Axiopolis Cernavoda,Baia Mare,4-5,"(1),(3),4,4",Romania,Romanian Cup,2022
g_1_8A312kot,Nation Link Telecom Championship,"",27.9. 2022,Jazeera,Horseed,1-3,"",Somalia,Nation Link Telecom Championship,2022
g_1_hImM9l0m,WK League Women,"",27.9. 2022,Boeun Sangmu W,Seoul W,2-4,"(1),(2)",South Korea,Wk League Women,2022
g_1_AFaHrraS,Turkish Cup,"",27.9. 2022,Inegolspor,Agri 1970,1-2,"(1),(0),1,1",Turkey,Turkish Cup,2022
g_1_GhMra3q9,Turkish Cup,"",27.9. 2022,Ankaraspor,Kepez Bld.,5-2,"(2),(1)",Turkey,Turkish Cup,2022
g_1_OMuhxtxd,Turkish Cup,"",27.9. 2022,Zonguldak,Gumushanespor,0-1,"(0),(0)",Turkey,Turkish Cup,2022
g_1_OQc7UivI,Turkish Cup,"",27.9. 2022,Kocaelispor,Ayvalikgucu,1-4,"(0),(1)",Turkey,Turkish Cup,2022
g_1_dESLmFvt,Turkish Cup,"",27.9. 2022,Soma Spor,Efeler 09,2-3,"(0),(1),1,1",Turkey,Turkish Cup,2022
g_1_WjNprB8H,Turkish Cup,"",27.9. 2022,Balikesirspor,Hacettepe 1945,2-1,"(0),(1),1,1",Turkey,Turkish Cup,2022
g_1_4zGdUGnB,Copa Uruguay,"",27.9. 2022,Liverpool M.,Wanderers,4-0,"(1),(0)",Uruguay,Copa Uruguay,2022
g_1_ppQWtakT,V.League 2,"",27.9. 2022,Long An,Phu Tho,1-1,"(0),(0)",Vietnam,V.League 2,2022
g_1_p6gwkSt8,Cymru Premier,"",27.9. 2022,Caernarfon,Connahs Q.,0-2,"(0),(0)",Wales,Cymru Premier,2022
g_1_hWdom6BK,Cymru Premier,"",27.9. 2022,Haverfordwest,Cardiff Metropolitan,1-0,"(0),(0)",Wales,Cymru Premier,2022
g_1_WMeknQQQ,Cymru Premier,"",27.9. 2022,Newtown,Bala,0-2,"(0),(1)",Wales,Cymru Premier,2022
g_1_x4YHspZs,Cymru Premier,"",27.9. 2022,Penybont,Pontypridd,1-1,"(1),(1)",Wales,Cymru Premier,2022
g_1_OdhslndE,Cymru Premier,"",27.9. 2022,TNS,Flint,6-2,"(2),(0)",Wales,Cymru Premier,2022
g_1_tYSdtzw8,Cymru Premier,"",27.9. 2022,Aberystwyth,Airbus,2-1,"(1),(0)",Wales,Cymru Premier,2022
g_1_4vOcHGQd,Liga 2 - First round,"",27.9. 2022,Gresik,Persipa Pati,2-0,"(1),(0)",Indonesia,Liga 2,2022
g_1_nmuQo3D7,Serie D - Group A,"",27.9. 2022,Sanremese,Castanese,1-1,"(1),(0)",Italy,Serie D,2022
g_1_4xNXivzs,Serie D - Group A,"",27.9. 2022,Vado,Chieri,1-0,"(1),(0)",Italy,Serie D,2022
g_1_bkNL9vbj,Serie D - Group C,"",27.9. 2022,Villafranca,Legnago Salus,1-1,"(0),(0)",Italy,Serie D,2022
g_1_d07sVxqC,Serie D - Group D,"",27.9. 2022,Corticella,Mezzolara,1-2,"(1),(1)",Italy,Serie D,2022
g_1_6BAVQguI,Serie D - Group E,"",27.9. 2022,Poggibonsi,Orvietana,2-2,"(1),(1)",Italy,Serie D,2022
g_1_lpHFWY7m,Serie D - Group G,"",27.9. 2022,Aprilia,Sorrento,0-2,"(0),(2)",Italy,Serie D,2022
g_1_SYdigLS1,Optibet Virsliga,"",27.9. 2022,BFC Daugavpils,RFS,1-3,"(1),(1)",Latvia,Optibet Virsliga,2022
g_1_rBYfyMLi,LFA First Division,"",27.9. 2022,LISCR FC,Watanga,1-2,"",Liberia,Lfa First Division,2022
g_1_Kh5ULp8n,A Lyga,"",27.9. 2022,Zalgiris,Suduva,1-0,"(1),(0)",Lithuania,A Lyga,2022
g_1_2uqO1T5A,Primera Nacional,"",27.9. 2022,Ferro,Estudiantes Rio Cuarto,0-0,"(0),(0)",Argentina,Primera Nacional,2022
g_1_YaeB4VLi,Primera Nacional,"",27.9. 2022,Atletico Atlanta,Chaco For Ever,3-1,"(1),(0)",Argentina,Primera Nacional,2022
g_1_z1Br3XHo,Copa Argentina,"",27.9. 2022,Banfield,Godoy Cruz,2-1,"(1),(1),1,1",Argentina,Copa Argentina,2022
g_1_YVgCXBFl,Reserve League - Second stage,"",27.9. 2022,Independiente 2,Arsenal Sarandi 2,1-1,"(0),(1)",Argentina,Reserve League,2022
g_1_EPqjq9E0,Reserve League - Second stage,"",27.9. 2022,Defensa y Justicia 2,Platense 2,0-1,"(0),(0)",Argentina,Reserve League,2022
g_1_KSk8Yi0r,Reserve League - Second stage,"",27.9. 2022,Newells Old Boys 2,Union de Santa Fe 2,0-1,"(0),(0)",Argentina,Reserve League,2022
g_1_f9QI0KGl,Primera A Women,"",27.9. 2022,Platense W,San Lorenzo W,2-1,"(0),(0)",Argentina,Primera A Women,2022
g_1_SMOQbbo1,Primera A Women,"",27.9. 2022,CA Estudiantes W,River Plate W,2-1,"(0),(0)",Argentina,Primera A Women,2022
g_1_EqnGKwKT,Copa do Brasil U20,"",27.9. 2022,Coritiba U20,Londrina U20,1-2,"(1),(2)",Brazil,Copa Do Brasil U20,2022
g_1_vuaBjv4c,Copa do Brasil U20,"",27.9. 2022,Cruzeiro U20,Real Brasilia U20,8-0,"(3),(0)",Brazil,Copa Do Brasil U20,2022
g_1_KO3QArf5,Canadian Premier League,"",27.9. 2022,HFX Wanderers,Pacific FC,0-2,"(0),(1)",Canada,Canadian Premier League,2022
g_1_UcZcsmwj,Chilean Cup,"",27.9. 2022,U. Espanola,Antofagasta,4-1,"(1),(1)",Chile,Chilean Cup,2022
g_1_QgtymVT2,Jia League,"",27.9. 2022,Shanghai Jiading Huilong,Qingdao Youth Island,3-2,"(1),(1)",China,Jia League,2022
g_1_Ol2hOoi2,Jia League,"",27.9. 2022,Guangxi Pingguo Haliao,Jiangxi Beidamen,0-1,"(0),(0)",China,Jia League,2022
g_1_2sWGJrGr,Primera A - Clausura,"",27.9. 2022,Atl. Nacional,Patriotas,1-0,"(1),(0)",Colombia,Primera A,2022
g_1_Gz13oMXj,Primera B - Clausura,"",27.9. 2022,Boca Juniors,Atletico F.C.,0-0,"(0),(0)",Colombia,Primera B,2022
g_1_6Xq0aXMR,Primera Division - Apertura,"",27.9. 2022,Grecia,Herediano,1-2,"(1),(1)",Costa Rica,Primera Division,2022
g_1_CONkn0Y4,Croatian Cup,"",27.9. 2022,Borinci,D. Zagreb,0-4,"(0),(3)",Croatia,Croatian Cup,2022
g_1_zRbWNUTQ,Jihocesky KP,"",27.9. 2022,Rudolfov,Prachatice,3-0,"(0),(0)",Czech Republic,Jihocesky Kp,2022
g_1_ULwDHypH,League Two,"",27.9. 2022,Grimsby,Carlisle,1-2,"(0),(2)",England,League Two,2022
g_1_QZNnbNOO,National League North,"",27.9. 2022,AFC Fylde,Spennymoor,2-2,"(0),(0)",England,National League North,2022
g_1_vwCUM61P,National League North,"",27.9. 2022,AFC Telford,Brackley Town,0-1,"(0),(0)",England,National League North,2022
g_1_Gb3dIQ9t,National League North,"",27.9. 2022,Alfreton,Peterborough Sports,2-2,"(1),(0)",England,National League North,2022
g_1_bNh1HpPn,National League North,"",27.9. 2022,Banbury,Gloucester,1-1,"(0),(0)",England,National League North,2022
g_1_xEi5G4vg,National League North,"",27.9. 2022,Buxton,Kidderminster,1-1,"(0),(0)",England,National League North,2022
g_1_6md9FOga,National League North,"",27.9. 2022,Chorley,Chester,2-2,"(0),(1)",England,National League North,2022
g_1_pveDEr95,National League North,"",27.9. 2022,Curzon Ashton,Scarborough,2-0,"(1),(0)",England,National League North,2022
g_1_S2pID2OB,National League North,"",27.9. 2022,Darlington,Blyth,1-0,"(0),(0)",England,National League North,2022
g_1_vwlMCMwI,National League North,"",27.9. 2022,Farsley,Boston Utd,0-2,"(0),(2)",England,National League North,2022
g_1_YamQBtgO,National League North,"",27.9. 2022,Hereford,Leamington,0-0,"(0),(0)",England,National League North,2022
g_1_CjnUA08U,National League North,"",27.9. 2022,Kettering,King’s Lynn,1-0,"(1),(0)",England,National League North,2022
g_1_bXs9F695,National League South,"",27.9. 2022,Braintree,St. Albans,1-0,"(0),(0)",England,National League South,2022
g_1_tdXDEQOB,National League South,"",27.9. 2022,Cheshunt,Dulwich Hamlet,0-3,"(0),(2)",England,National League South,2022
g_1_KnWHDpvI,National League South,"",27.9. 2022,Chippenham,Slough,0-1,"(0),(0)",England,National League South,2022
g_1_lMzMC4gO,National League South,"",27.9. 2022,Concord,Worthing,1-1,"(0),(1)",England,National League South,2022
g_1_SCZPBO8U,National League South,"",27.9. 2022,Dartford,Eastbourne Boro,2-1,"(1),(1)",England,National League South,2022
